#[unix-s]	[s]	[yyyy]	[mm]	[dd]	[HH]	[MM]	[SS]	[deg]	[deg]	[mbar]	[0-1]	[ppb]	[ppb]	[ppm]	[ppm]	[ppb]	[ppb]	[ppt]	[ppt]	[ppb]	[ppb]	[ppm]	[ppb]	[ppb]	[ppt]	[ppt]	[ppm]	[ppb]	[km]	[PVU]	[K]	[km]	[hPa]	[hPa]	[K]	[K]	[km]	[km]	[deg]	[no]	[no]	[no]	[ppmv]	[s]
descriptor \
unitime	TimeCRef	year	month	day	hour	min	sec	lon	lat	p	type	CH4	d_CH4	CO2	d_CO2	N2O	d_N2O	SF6	d_SF6	int_CO	int_O3	int_H2O_gas	int_NO	int_NOy	int_acetone	int_acetonitrile	int_CO2	int_CH4	int_h_rel_TP	int_PV	int_Tpot	int_z_km	int_dp_strop_hpa	int_dp_dtrop_hpa	int_pt_rel_sTP_K	int_pt_rel_dTP_K	int_z_rel_sTP_km	int_z_rel_dTP_km	int_eqlat	flight	canister	standard	cal_MR	dt_analysis_CO2
1331172978	98178	2012	3	8	3	16	18	-38.20	41.34	205.49	1	1794.693	0.9063	391.908	0.0329	324.865	0.0969	7.488	0.0198	51.28	97.92	5.17	nan	nan	nan	nan	391.56	1794.04	-0.24	3.31	353.45	11.66	-48.56	-0.89	21.06	1.66	1.37	-0.06	28.74	380	62	8	380.286723	865494
1331173638	98838	2012	3	8	3	27	18	-36.66	42.34	205.47	1	1795.133	0.9065	391.985	0.0329	324.745	0.0969	7.504	0.0199	51.31	96.60	6.68	nan	nan	nan	nan	391.58	1795.85	-0.25	3.07	350.40	11.66	-36.65	42.52	17.72	-20.62	1.07	-1.67	28.27	380	63	8	380.286723	868178
1331174957	100157	2012	3	8	3	49	17	-33.46	44.24	205.42	1	1739.179	0.8783	390.665	0.0328	310.125	0.0935	7.224	0.0191	35.79	380.59	7.71	nan	nan	nan	nan	390.06	1740.68	1.25	5.92	347.32	11.68	-25.55	96.64	13.20	-51.70	0.74	-4.11	38.59	380	65	8	380.286723	873545
1331175617	100817	2012	3	8	4	0	17	-31.80	45.15	205.50	1	1765.006	0.8913	391.532	0.0329	315.112	0.0947	7.319	0.0194	49.38	279.58	9.96	nan	nan	nan	nan	391.03	1765.73	0.73	6.44	340.23	11.70	-7.66	101.04	5.47	-57.48	0.21	-4.33	43.06	380	66	8	380.286723	876227
1331176278	101478	2012	3	8	4	11	18	-30.03	46.07	205.50	1	1759.452	0.8885	391.127	0.0329	314.751	0.0946	7.337	0.0194	45.50	296.95	10.44	nan	nan	nan	nan	390.77	1758.73	0.79	5.28	342.51	11.72	-26.52	100.19	9.05	-59.60	0.75	-4.25	39.59	380	67	8	380.286723	878906
1331176938	102138	2012	3	8	4	22	18	-28.14	46.94	205.49	1	1804.811	0.9114	392.565	0.0330	324.458	0.0968	7.491	0.0198	68.49	98.87	15.98	nan	nan	nan	nan	392.17	1803.12	-0.24	4.30	339.04	11.75	-21.95	93.43	9.40	-53.55	0.64	-3.92	35.48	380	76	8	380.286723	881668
1331176938	102138	2012	3	8	4	22	18	-28.14	46.94	205.49	1	1804.811	0.9114	392.565	0.0330	324.458	0.0968	7.491	0.0198	68.49	98.87	15.98	nan	nan	nan	nan	392.17	1803.12	-0.24	4.30	339.04	11.75	-21.95	93.43	9.40	-53.55	0.64	-3.92	35.48	380	76	8	380.286723	978460
1331178257	103457	2012	3	8	4	44	17	-24.15	48.59	205.49	1	1815.752	0.9170	393.687	0.0331	325.839	0.0972	7.567	0.0200	82.45	57.10	20.08	nan	nan	nan	nan	393.29	1814.99	nan	0.88	335.50	11.79	8.58	75.44	-2.95	-44.04	-0.27	-2.98	25.54	380	82	8	380.286723	887031
1331178257	103457	2012	3	8	4	44	17	-24.15	48.59	205.49	1	1815.752	0.9170	393.687	0.0331	325.839	0.0972	7.567	0.0200	82.45	57.10	20.08	nan	nan	nan	nan	393.29	1814.99	nan	0.88	335.50	11.79	8.58	75.44	-2.95	-44.04	-0.27	-2.98	25.54	380	82	8	380.286723	983813
1331178918	104118	2012	3	8	4	55	18	-22.07	49.36	205.50	1	1814.843	0.9165	393.476	0.0331	326.054	0.0972	7.572	0.0200	82.22	64.13	19.53	nan	nan	nan	nan	393.11	1812.51	nan	0.43	336.14	11.80	14.96	57.18	-5.01	-31.17	-0.47	-2.04	22.80	380	83	8	380.286723	889712
1331178918	104118	2012	3	8	4	55	18	-22.07	49.36	205.50	1	1814.843	0.9165	393.476	0.0331	326.054	0.0972	7.572	0.0200	82.22	64.13	19.53	nan	nan	nan	nan	393.11	1812.51	nan	0.43	336.14	11.80	14.96	57.18	-5.01	-31.17	-0.47	-2.04	22.80	380	83	8	380.286723	986488
1331180235	105435	2012	3	8	5	17	15	-17.56	50.58	205.46	1	1814.503	0.9163	393.457	0.0331	325.907	0.0972	7.553	0.0200	81.01	59.51	25.17	nan	nan	nan	nan	393.13	1813.93	nan	0.35	334.22	11.81	23.88	76.01	-7.94	-38.85	-0.77	-2.86	21.98	380	85	8	380.286723	895087
1331180235	105435	2012	3	8	5	17	15	-17.56	50.58	205.46	1	1814.503	0.9163	393.457	0.0331	325.907	0.0972	7.553	0.0200	81.01	59.51	25.17	nan	nan	nan	nan	393.13	1813.93	nan	0.35	334.22	11.81	23.88	76.01	-7.94	-38.85	-0.77	-2.86	21.98	380	85	8	380.286723	991843
1331180897	106097	2012	3	8	5	28	17	-15.14	51.04	205.49	1	1813.891	0.9160	393.420	0.0330	325.935	0.0972	7.587	0.0201	81.09	55.20	27.97	nan	nan	nan	nan	393.17	1814.52	nan	0.40	334.20	11.81	23.29	74.92	-9.14	-37.21	-0.75	-2.80	23.12	380	86	8	380.286723	897773
1331180897	106097	2012	3	8	5	28	17	-15.14	51.04	205.49	1	1813.891	0.9160	393.420	0.0330	325.935	0.0972	7.587	0.0201	81.09	55.20	27.97	nan	nan	nan	nan	393.17	1814.52	nan	0.40	334.20	11.81	23.29	74.92	-9.14	-37.21	-0.75	-2.80	23.12	380	86	8	380.286723	994517
1331181551	106751	2012	3	8	5	39	11	-12.65	51.34	205.42	1	1817.021	0.9176	393.661	0.0331	325.945	0.0972	7.579	0.0201	83.86	56.26	45.06	nan	nan	nan	nan	393.28	1815.87	nan	0.27	333.08	11.80	19.61	73.71	-7.25	-35.61	-0.63	-2.74	20.69	380	87	8	380.286723	900461
1331181551	106751	2012	3	8	5	39	11	-12.65	51.34	205.42	1	1817.021	0.9176	393.661	0.0331	325.945	0.0972	7.579	0.0201	83.86	56.26	45.06	nan	nan	nan	nan	393.28	1815.87	nan	0.27	333.08	11.80	19.61	73.71	-7.25	-35.61	-0.63	-2.74	20.69	380	87	8	380.286723	997199
1331182210	107410	2012	3	8	5	50	10	-10.13	51.58	205.46	1	1809.302	0.9137	393.407	0.0330	325.935	0.0972	7.558	0.0200	77.76	48.81	60.26	nan	nan	nan	nan	393.03	nan	nan	0.34	333.09	11.78	13.32	66.30	-5.31	-28.41	-0.42	-2.40	22.02	380	88	8	380.286723	903142
1331182210	107410	2012	3	8	5	50	10	-10.13	51.58	205.46	1	1809.302	0.9137	393.407	0.0330	325.935	0.0972	7.558	0.0200	77.76	48.81	60.26	nan	nan	nan	nan	393.03	nan	nan	0.34	333.09	11.78	13.32	66.30	-5.31	-28.41	-0.42	-2.40	22.02	380	88	8	380.286723	999876
1332837997	38797	2012	3	27	10	46	37	4.49	49.62	237.64	0	1837.881	0.8252	396.563	0.0301	325.235	0.1100	7.665	0.0205	nan	61.77	40.31	nan	nan	nan	nan	397.29	nan	nan	0.86	320.30	10.83	55.90	54.10	-12.09	-10.62	-1.64	-1.58	40.08	381	89	8	380.286723	284811
1332840277	41077	2012	3	27	11	24	37	-3.47	48.68	237.61	0	1814.080	0.8145	395.380	0.0300	320.945	0.1089	7.564	0.0203	101.63	148.17	20.21	nan	1.49	nan	nan	395.23	nan	0.12	2.23	322.69	10.82	45.82	26.60	-13.10	-6.45	-1.33	-0.74	43.21	381	90	8	380.286723	287691
1332844839	45639	2012	3	27	12	40	39	-17.75	46.48	226.50	0	1815.924	0.8153	394.234	0.0300	325.354	0.1100	7.617	0.0204	82.45	50.49	53.31	0.07	0.64	nan	nan	394.14	nan	nan	1.73	325.49	11.11	33.72	27.77	-10.10	-7.52	-1.00	-0.81	39.79	381	92	8	380.286723	293441
1332847118	47918	2012	3	27	13	18	38	-24.46	45.22	226.51	0	1747.235	0.7845	391.213	0.0297	309.913	0.1060	7.290	0.0195	41.37	420.92	17.03	nan	nan	nan	nan	390.61	nan	1.38	4.80	330.76	10.95	-15.22	-12.45	5.83	4.86	0.41	0.33	43.48	381	93	8	380.286723	296322
1332851682	52482	2012	3	27	14	34	42	-35.94	40.12	205.49	0	1792.785	0.8050	393.363	0.0299	320.248	0.1087	7.524	0.0202	74.40	159.58	nan	0.20	1.34	nan	nan	393.32	nan	0.17	2.64	332.05	11.67	17.82	6.96	-6.40	-1.89	-0.56	-0.22	37.06	381	95	8	380.286723	302076
1332853962	54762	2012	3	27	15	12	42	-40.37	36.73	205.50	0	1834.180	0.8235	395.390	0.0300	325.706	0.1101	7.664	0.0205	99.36	68.11	nan	1.45	2.74	nan	nan	395.28	nan	nan	0.41	331.14	11.83	37.95	39.38	-10.41	-11.79	-1.24	-1.29	22.88	381	96	8	380.286723	304950
1332860801	61601	2012	3	27	17	6	41	-52.15	26.83	205.50	0	1801.095	0.8087	392.575	0.0298	324.814	0.1099	7.535	0.0202	63.03	91.31	nan	nan	nan	nan	nan	392.60	nan	nan	2.81	343.38	11.96	67.95	90.10	-37.75	-32.35	-3.43	-3.57	27.87	381	99	8	380.286723	313589
1332863081	63881	2012	3	27	17	44	41	-55.23	23.54	205.50	0	1812.288	0.8137	393.927	0.0299	325.923	0.1102	7.579	0.0203	84.13	30.55	nan	0.03	0.35	nan	nan	393.87	nan	nan	0.56	342.41	12.05	119.57	100.42	-54.03	-37.34	-5.25	-4.09	21.77	381	100	8	380.286723	316463
1332865361	66162	2012	3	27	18	22	41	-58.07	20.30	205.54	0	1825.755	0.8198	394.238	0.0300	326.200	0.1102	7.571	0.0203	99.71	40.58	nan	0.13	0.54	nan	nan	394.16	nan	nan	-0.00	344.97	12.13	99.54	104.14	-32.81	-33.63	-4.09	-4.25	3.92	381	101	8	380.286723	319341
1332891034	5434	2012	3	28	1	30	34	-64.85	12.95	229.90	1	1824.947	0.8121	393.742	0.0268	325.839	0.1040	7.578	0.0215	nan	35.23	274.76	nan	nan	nan	nan	393.99	nan	nan	-0.03	346.08	11.45	138.74	151.73	-32.48	-56.99	-5.52	-6.38	1.42	382	1	8	380.286723	465274
1332892335	6735	2012	3	28	1	52	15	-62.62	15.26	215.80	1	1819.416	0.8096	394.128	0.0268	326.307	0.1041	7.592	0.0216	96.16	37.61	93.32	nan	0.82	nan	nan	393.81	nan	nan	-0.02	345.82	11.88	123.51	130.55	-33.91	-45.24	-5.08	-5.53	2.47	382	9	8	380.286723	470657
1332892964	7364	2012	3	28	2	2	44	-61.54	16.42	215.72	1	1816.343	0.8083	394.132	0.0268	326.063	0.1040	7.546	0.0214	91.67	35.11	99.54	nan	nan	nan	nan	393.80	nan	nan	-0.07	345.55	11.87	90.37	125.60	-30.38	-38.48	-4.13	-5.22	-3.21	382	10	8	380.286723	473374
1332894226	8626	2012	3	28	2	23	46	-59.40	18.79	215.78	1	1806.617	0.8039	393.582	0.0268	326.068	0.1040	7.541	0.0214	82.91	32.94	74.86	nan	0.49	nan	nan	393.27	nan	nan	-0.02	345.04	11.83	58.42	117.29	-27.78	-34.00	-3.14	-4.73	2.71	382	12	8	380.286723	478790
1332894856	9256	2012	3	28	2	34	16	-58.52	20.12	215.79	1	1797.999	0.8001	393.173	0.0267	326.008	0.1040	7.535	0.0214	74.66	25.30	65.29	nan	0.31	nan	nan	392.96	nan	nan	-0.01	343.50	11.80	122.51	117.68	-40.15	-35.52	-5.06	-4.77	3.67	382	13	8	380.286723	481504
1332896115	10515	2012	3	28	2	55	15	-56.30	22.56	215.76	1	1805.679	0.8035	393.493	0.0268	325.901	0.1040	7.614	0.0216	nan	48.31	76.59	nan	0.46	nan	nan	393.39	nan	nan	0.55	343.19	11.74	118.20	113.36	-40.61	-36.33	-4.83	-4.55	21.80	382	15	8	380.286723	486931
1332896746	11146	2012	3	28	3	5	46	-55.22	23.81	215.79	1	1804.868	0.8032	393.379	0.0267	325.937	0.1040	7.583	0.0215	72.00	56.40	36.68	nan	0.52	nan	nan	393.22	nan	nan	0.99	343.62	11.70	119.24	107.60	-44.01	-34.71	-4.91	-4.24	23.80	382	2	8	380.286723	489642
1332898005	12405	2012	3	28	3	26	45	-52.78	26.05	215.79	1	1799.585	0.8008	392.574	0.0267	325.684	0.1039	7.534	0.0214	57.22	93.11	20.86	nan	nan	nan	nan	392.47	nan	nan	2.75	344.86	11.64	76.18	102.02	-29.00	-33.35	-3.14	-3.98	28.13	382	4	8	380.286723	495073
1332898636	13036	2012	3	28	3	37	16	-51.52	27.13	215.80	1	1799.394	0.8007	392.655	0.0267	325.260	0.1038	7.531	0.0214	57.08	98.22	15.23	nan	0.79	nan	nan	392.37	nan	nan	2.84	344.42	11.61	35.25	102.33	-14.93	-35.40	-1.49	-4.01	28.60	382	5	8	380.286723	497780
1332899266	13666	2012	3	28	3	47	46	-50.66	28.45	215.75	1	1798.419	0.8003	392.467	0.0267	325.476	0.1039	7.501	0.0213	nan	102.38	12.48	nan	0.88	nan	nan	392.28	nan	-0.31	2.39	344.12	11.58	1.47	103.71	-0.48	-38.66	-0.14	-4.09	27.92	382	6	8	380.286723	500490
1332899895	14295	2012	3	28	3	58	15	-49.52	29.61	215.80	1	1796.013	0.7992	392.576	0.0267	324.066	0.1035	7.505	0.0213	53.24	124.98	27.53	nan	1.12	nan	nan	392.40	nan	-0.04	2.63	340.46	11.56	-1.01	104.52	0.62	-41.19	0.02	-4.13	29.47	382	7	8	380.286723	503207
1332900527	14927	2012	3	28	4	8	47	-48.40	30.77	215.81	1	1804.947	0.8032	393.319	0.0267	324.980	0.1038	7.559	0.0215	64.10	97.62	34.58	nan	1.02	nan	nan	393.11	nan	-0.37	2.26	336.85	11.55	5.23	102.90	-1.67	-42.90	-0.17	-4.04	28.91	382	16	8	380.286723	505993
1332901151	15551	2012	3	28	4	19	11	-47.30	31.89	215.75	1	1812.579	0.8066	394.039	0.0268	325.387	0.1039	7.594	0.0216	75.95	86.72	59.34	nan	1.09	nan	nan	393.93	nan	-0.67	1.83	334.56	11.54	10.33	98.70	-3.53	-44.32	-0.32	-3.82	28.79	382	23	8	380.286723	508707
1332901783	16183	2012	3	28	4	29	43	-46.18	32.99	215.73	1	1813.588	0.8070	394.308	0.0268	325.467	0.1039	7.605	0.0216	79.77	81.83	49.84	nan	0.94	nan	nan	393.98	nan	-0.81	1.16	333.21	11.54	13.79	99.67	-4.15	-47.39	-0.42	-3.86	27.52	382	24	8	380.286723	511417
1332903044	17444	2012	3	28	4	50	44	-43.79	35.13	215.79	1	1814.270	0.8074	394.230	0.0268	325.554	0.1039	7.583	0.0215	81.61	79.94	44.77	nan	nan	nan	nan	394.03	nan	-0.87	0.53	333.21	11.52	23.68	94.02	-5.91	-46.60	-0.72	-3.56	24.06	382	26	8	380.286723	516846
1332904934	19334	2012	3	28	5	22	14	-39.86	38.16	215.78	1	1825.212	0.8122	395.010	0.0269	325.972	0.1040	7.633	0.0217	90.50	70.27	61.11	nan	1.99	nan	nan	394.84	nan	nan	0.33	331.62	11.49	35.19	38.24	-9.83	-11.79	-1.10	-1.20	21.74	382	29	8	380.286723	524976
1332905565	19965	2012	3	28	5	32	45	-38.26	38.88	215.79	1	1820.580	0.8102	394.626	0.0268	325.534	0.1039	7.627	0.0217	87.32	74.02	81.20	nan	1.77	nan	nan	394.20	nan	-1.15	0.32	331.69	11.47	35.27	39.03	-8.68	-11.29	-1.10	-1.23	21.43	382	30	8	380.286723	527687
1332906825	21225	2012	3	28	5	53	45	-35.01	40.25	215.74	1	1832.903	0.8156	395.609	0.0269	325.927	0.1040	7.632	0.0217	97.89	65.72	44.11	nan	1.60	nan	nan	395.30	nan	nan	0.40	332.58	11.40	26.12	32.26	-8.75	-11.47	-0.81	-1.01	22.81	382	18	8	380.286723	533109
1332907455	21855	2012	3	28	6	4	15	-33.37	40.89	215.72	1	1815.191	0.8078	394.268	0.0268	324.327	0.1036	7.581	0.0215	81.08	101.00	26.27	nan	1.11	nan	nan	394.12	nan	-0.35	1.33	334.67	11.34	16.92	16.40	-5.50	-5.14	-0.52	-0.50	28.25	382	19	8	380.286723	535825
1332908715	23115	2012	3	28	6	25	15	-29.99	42.11	215.78	1	1685.842	0.7502	390.020	0.0265	297.234	0.0969	7.100	0.0202	33.84	535.51	7.53	nan	3.53	nan	nan	389.89	nan	2.40	6.32	347.54	11.24	-168.38	-196.69	38.20	43.63	3.88	4.38	40.11	382	21	8	380.286723	541239
1332909344	23744	2012	3	28	6	35	44	-28.36	42.85	215.72	1	1666.284	0.7415	389.550	0.0265	293.481	0.0959	7.052	0.0200	nan	580.74	5.12	nan	3.55	nan	nan	389.53	nan	2.84	6.17	348.93	11.23	-118.47	-155.87	33.41	40.11	2.90	3.63	38.37	382	22	8	380.286723	543952
1332910602	25002	2012	3	28	6	56	42	-25.06	44.24	215.77	1	1697.227	0.7553	390.060	0.0265	300.483	0.0977	7.083	0.0201	30.88	520.03	6.86	nan	3.79	nan	nan	389.81	nan	2.22	5.61	337.34	11.28	-14.43	-27.06	6.54	10.59	0.41	0.74	42.12	382	38	8	380.286723	554448
1332911234	25634	2012	3	28	7	7	14	-23.43	44.87	215.78	1	1798.002	0.8001	393.176	0.0267	320.173	0.1026	7.504	0.0213	79.79	181.99	21.62	nan	1.38	nan	nan	393.12	nan	0.26	3.16	331.32	11.33	8.28	2.87	-3.57	-0.96	-0.25	-0.08	40.11	382	39	8	380.286723	557158
1332911864	26264	2012	3	28	7	17	44	-21.75	45.48	215.75	1	1815.396	0.8079	394.668	0.0268	325.185	0.1038	7.641	0.0217	84.74	59.17	36.37	nan	0.64	nan	nan	394.41	nan	nan	1.40	327.84	11.38	12.99	13.98	-4.77	-5.08	-0.39	-0.42	35.66	382	40	8	380.286723	559866
1332912494	26894	2012	3	28	7	28	14	-20.08	46.06	215.77	1	1816.853	0.8085	394.548	0.0268	325.895	0.1040	7.622	0.0216	89.45	56.33	38.71	nan	0.48	nan	nan	394.43	nan	nan	0.73	327.62	11.41	22.94	26.48	-8.40	-10.72	-0.69	-0.81	31.65	382	41	8	380.286723	562576
1332913124	27524	2012	3	28	7	38	44	-18.43	46.72	215.78	1	1809.107	0.8051	394.190	0.0268	323.756	0.1035	7.606	0.0216	81.86	122.43	30.56	nan	nan	nan	nan	393.84	nan	-0.11	1.72	327.51	11.43	21.54	21.34	-7.38	-7.37	-0.65	-0.64	37.99	382	42	8	380.286723	562502
1332913755	28155	2012	3	28	7	49	15	-16.71	47.37	215.72	1	1802.101	0.8019	393.781	0.0268	322.018	0.1030	7.536	0.0214	74.49	138.62	34.24	0.12	1.11	nan	nan	393.64	nan	0.05	3.05	326.64	11.44	17.45	6.43	-6.36	-2.06	-0.53	-0.19	42.24	382	43	8	380.286723	567993
1332914384	28784	2012	3	28	7	59	44	-14.96	47.97	215.78	1	1814.612	0.8075	394.507	0.0268	323.422	0.1034	7.587	0.0215	nan	111.14	28.68	0.09	0.76	nan	nan	394.28	nan	-0.18	2.41	328.00	11.44	19.04	21.96	-6.63	-7.57	-0.59	-0.67	39.32	382	44	8	380.286723	570708
1332915644	30044	2012	3	28	8	20	44	-11.33	49.11	215.80	1	1794.388	0.7985	393.148	0.0267	320.888	0.1027	7.534	0.0214	67.40	163.36	14.49	0.17	1.25	nan	nan	393.11	nan	0.17	3.44	333.31	11.44	34.92	4.66	-12.51	-1.62	-1.10	-0.16	40.07	382	32	8	380.286723	576126
1332916274	30674	2012	3	28	8	31	14	-9.45	49.66	215.80	1	1790.386	0.7967	392.980	0.0267	320.535	0.1027	7.480	0.0212	63.93	171.70	13.28	0.17	1.24	nan	nan	392.85	nan	0.21	3.40	332.64	11.44	21.71	0.01	-8.03	-0.05	-0.68	-0.01	40.51	382	33	8	380.286723	578832
1332917534	31934	2012	3	28	8	52	14	-5.45	50.45	215.80	1	1770.237	0.7878	392.897	0.0267	314.176	0.1011	7.388	0.0210	nan	277.59	11.73	0.10	2.11	nan	nan	392.63	nan	0.64	3.44	328.03	11.44	19.82	0.59	-7.06	-0.17	-0.60	-0.02	42.62	382	35	8	380.286723	584248
1332961216	75616	2012	3	28	21	0	16	67.63	61.81	215.80	0	1745.110	0.7836	391.016	0.0297	309.689	0.1059	7.245	0.0194	47.89	363.99	11.66	nan	2.77	nan	nan	391.34	nan	0.99	5.27	324.70	10.76	-5.94	-23.97	2.21	7.45	0.16	0.64	51.54	383	109	8	380.286723	267028
1332963496	77896	2012	3	28	21	38	16	77.95	60.65	215.83	0	1844.146	0.8280	396.329	0.0301	325.830	0.1101	7.633	0.0204	112.46	55.32	15.32	nan	0.75	nan	nan	396.40	nan	nan	1.09	314.74	11.00	25.26	26.23	-6.78	-7.15	-0.73	-0.76	45.80	383	110	8	380.286723	269908
1332965776	80176	2012	3	28	22	16	16	87.54	58.36	215.81	0	1838.489	0.8255	395.917	0.0301	323.475	0.1095	7.628	0.0204	111.76	102.58	12.27	nan	0.95	nan	nan	396.04	nan	-0.31	2.10	314.50	11.04	16.59	23.05	-5.64	-8.51	-0.48	-0.67	50.10	383	111	8	380.286723	272788
1332970342	84742	2012	3	28	23	32	22	102.99	52.47	195.66	0	1632.486	0.7330	388.516	0.0295	284.665	0.0993	6.921	0.0185	22.44	729.30	4.37	0.01	4.32	nan	nan	388.90	nan	4.17	7.94	347.50	11.42	-81.32	-87.13	41.88	43.48	2.19	2.32	66.50	383	113	8	380.286723	278534
1332972623	87023	2012	3	29	0	10	23	108.69	48.57	195.64	0	1642.233	0.7374	388.723	0.0295	286.995	0.0999	6.939	0.0186	23.89	678.67	4.45	0.03	3.91	nan	nan	389.16	nan	3.80	7.83	349.56	11.47	-119.39	-120.11	50.92	51.07	3.07	3.09	60.06	383	114	8	380.286723	281407
1332977184	91584	2012	3	29	1	26	24	117.25	40.03	194.71	0	1776.919	0.7978	392.517	0.0298	316.001	0.1076	7.429	0.0199	65.79	241.90	20.14	0.35	2.19	nan	nan	392.85	nan	0.50	4.09	340.57	11.87	-15.15	-7.80	5.17	3.51	0.42	0.24	34.51	383	116	8	380.286723	287156
1332992572	20572	2012	3	29	5	42	52	123.77	37.43	298.84	1	1829.190	0.8140	395.532	0.0269	325.077	0.1038	7.629	0.0217	nan	71.90	290.65	nan	nan	nan	nan	395.53	nan	-1.07	0.35	322.19	9.25	108.73	108.93	-15.07	-15.15	-2.88	-2.88	28.99	384	46	8	380.286723	519304
1332993225	21225	2012	3	29	5	53	45	122.53	38.32	298.81	1	1829.571	0.8142	395.535	0.0269	324.901	0.1037	7.625	0.0217	98.64	86.03	191.77	nan	nan	nan	nan	395.30	nan	-0.66	0.61	319.87	9.21	114.27	102.36	-22.67	-17.55	-3.07	-2.68	38.61	384	53	8	380.286723	521993
1332993885	21885	2012	3	29	6	4	45	120.95	38.61	298.81	1	1826.230	0.8127	395.482	0.0269	324.345	0.1036	7.634	0.0217	102.09	85.68	87.15	nan	nan	nan	nan	395.07	nan	-0.66	0.80	317.73	9.18	118.21	94.81	-27.90	-18.78	-3.20	-2.45	42.15	384	54	8	380.286723	524675
1332994545	22545	2012	3	29	6	15	45	119.39	38.47	291.46	1	1812.200	0.8064	394.622	0.0268	321.713	0.1030	7.576	0.0215	90.25	158.35	70.91	nan	nan	nan	nan	394.44	nan	0.08	1.48	319.16	9.35	111.01	76.19	-27.81	-15.24	-3.05	-1.95	44.52	384	55	8	380.286723	527357
1332995907	23907	2012	3	29	6	38	27	116.91	39.69	248.09	1	1825.085	0.8122	395.533	0.0269	324.223	0.1036	7.595	0.0216	nan	109.66	29.01	nan	nan	nan	nan	395.23	nan	-0.22	2.74	324.54	10.31	10.69	30.78	-3.91	-9.71	-0.37	-0.87	43.04	384	57	8	380.286723	532669
1332996562	24562	2012	3	29	6	49	22	116.74	41.09	248.03	1	1734.334	0.7718	390.904	0.0266	308.259	0.0996	7.204	0.0205	38.17	401.32	11.49	nan	nan	nan	nan	390.78	nan	1.22	5.09	327.88	10.23	-13.50	-20.05	4.36	6.29	0.34	0.49	51.69	384	58	8	380.286723	535352
1332997223	25223	2012	3	29	7	0	23	115.84	42.20	248.15	1	1760.595	0.7835	392.064	0.0267	313.347	0.1009	7.353	0.0209	52.22	302.69	9.55	nan	nan	nan	nan	391.93	nan	0.72	5.39	329.21	10.16	-22.63	-23.30	7.56	7.74	0.56	0.58	51.34	384	59	8	380.286723	538031
1332997890	25890	2012	3	29	7	11	30	114.85	43.25	248.10	1	1778.728	0.7915	392.836	0.0267	316.686	0.1017	7.430	0.0211	66.08	250.02	11.82	nan	nan	nan	nan	392.71	nan	0.53	5.34	325.75	10.10	-23.23	-40.36	7.36	11.56	0.56	0.95	50.06	384	60	8	380.286723	540704
1332998544	26544	2012	3	29	7	22	24	113.85	44.29	248.04	1	1733.982	0.7716	390.992	0.0266	308.112	0.0996	7.231	0.0205	40.84	396.33	10.95	nan	nan	nan	nan	391.04	nan	1.18	5.65	330.14	10.04	-62.83	-83.04	18.72	23.21	1.46	1.88	50.35	384	47	8	380.286723	543390
1332999203	27203	2012	3	29	7	33	23	112.70	45.29	248.07	1	1712.059	0.7619	390.172	0.0265	304.054	0.0986	7.132	0.0203	30.32	467.47	7.46	nan	nan	nan	nan	390.03	nan	1.76	7.80	330.92	10.00	-65.63	-84.30	24.70	29.03	1.51	1.89	78.74	384	48	8	380.286723	546069
1332999863	27863	2012	3	29	7	44	23	111.55	46.34	248.08	1	1713.446	0.7625	390.150	0.0265	304.338	0.0986	7.126	0.0202	30.03	464.81	5.50	nan	nan	nan	nan	390.04	nan	1.73	7.78	329.20	9.96	-71.11	-84.95	26.74	29.81	1.62	1.89	79.00	384	49	8	380.286723	548749
1333001187	29187	2012	3	29	8	6	27	109.06	48.43	247.94	1	1727.726	0.7688	390.357	0.0265	307.282	0.0994	7.198	0.0204	32.09	425.94	6.10	nan	nan	nan	nan	390.25	nan	1.41	7.52	326.56	9.92	-67.53	-77.38	24.42	26.62	1.53	1.73	77.29	384	51	8	380.286723	554107
1333001850	29850	2012	3	29	8	17	30	107.68	49.42	248.16	1	1733.755	0.7715	390.630	0.0266	308.710	0.0997	7.227	0.0205	34.69	398.01	6.73	nan	nan	nan	nan	390.54	nan	1.21	7.24	324.28	9.91	-45.91	-65.12	17.65	21.89	1.08	1.47	74.65	384	52	8	380.286723	556784
1333003154	31154	2012	3	29	8	39	14	104.88	51.37	249.22	1	1749.531	0.7785	390.874	0.0266	311.693	0.1005	7.258	0.0206	38.13	353.88	11.75	nan	nan	nan	nan	390.80	nan	0.93	6.61	317.36	9.91	-28.64	-45.26	11.20	15.35	0.67	1.03	71.05	384	68	8	380.286723	564962
1333003815	31815	2012	3	29	8	50	15	103.41	52.31	249.28	1	1767.287	0.7864	391.626	0.0266	314.096	0.1011	7.288	0.0207	52.45	291.63	10.22	nan	nan	nan	nan	391.60	nan	0.69	6.31	312.57	9.94	-17.54	-40.87	6.80	11.84	0.42	0.92	70.70	384	69	8	380.286723	567639
1333004477	32477	2012	3	29	9	1	17	101.64	53.05	249.26	1	1823.391	0.8114	394.979	0.0269	322.498	0.1031	7.590	0.0216	100.78	124.66	14.52	nan	nan	nan	nan	394.79	nan	-0.04	4.35	309.58	9.99	-1.10	-6.88	0.64	2.64	0.02	0.16	60.31	384	70	8	380.286723	570317
